"predictor" "output"
"17106" "on" "mines"
"17107" "mines" "little"
"17108" "little" "one"
"17109" "one" "my"
"17110" "my" "question"
"17111" "question" "was"
"17112" "was" "answered"
"17113" "the" "#superbowl"
"17114" "#superbowl" "commercials"
"17115" "commercials" "are"
"17116" "are" "somewhat"
"17117" "somewhat" "lame"
"17118" "lame" "this"
"17119" "this" "year"
"17120" "year" "any"
"17121" "any" "chance"
"17122" "chance" "of"
"17123" "of" "bringing"
"17124" "bringing" "terry"
"17125" "terry" "tate"
"17126" "tate" "or"
"17127" "or" "the"
"17128" "the" "wassup"
"17129" "wassup" "bud"
"17130" "bud" "guys"
"17131" "guys" "back"
"17132" "house" "of"
"17133" "of" "prime"
"17134" "prime" "rib"
"17135" "rib" "in"
"17136" "in" "sf"
"17137" "what" "score"
"17138" "score" "man"
"17139" "you" "better"
"17140" "better" "set"
"17141" "set" "a"
"17142" "a" "lardy"
"17143" "lardy" "party"
"17144" "party" "date"
"17145" "will" "you"
"17146" "you" "guys"
"17147" "guys" "be"
"17148" "be" "there"
"17149" "there" "tomorrow"
"17150" "tomorrow" "i'm"
"17151" "i'm" "thinking"
"17152" "thinking" "about"
"17153" "about" "taking"
"17154" "taking" "some"
"17155" "some" "photos"
"17156" "photos" "and"
"17157" "and" "featuring"
"17158" "featuring" "#coffeeoffice"
"17159" "#coffeeoffice" "on"
"17160" "on" "the"
"17161" "the" "blog"
"17162" "::number::" "md"
"17163" "md" "florida"
"17164" "florida" "::number::"
"17165" "::number::" "::number::"
"17166" "can't" "wait"
"17167" "wait" "for"
"17168" "for" "tomorrow's"
"17169" "tomorrow's" "#undercoverconcert"
"17170" "#undercoverconcert" "and"
"17171" "and" "an"
"17172" "an" "ice"
"17173" "ice" "cold"
"17174" "cold" "beer"
"17175" "beer" "with"
"17176" "with" "and"
"17177" "cutest" "girls"
"17178" "girls" "on"
"17179" "on" "campus"
"17180" "campus" "have"
"17181" "have" "a"
"17182" "a" "great"
"17183" "great" "day"
"17184" "actually" "not"
"17185" "not" "that"
"17186" "that" "bad"
"17187" "bad" "had"
"17188" "had" "an"
"17189" "an" "orchestra"
"17190" "orchestra" "backing"
"17191" "backing" "them"
"17192" "them" "plus"
"17193" "plus" "any"
"17194" "any" "act"
"17195" "act" "that"
"17196" "that" "performs"
"17197" "performs" "at"
"17198" "at" "that"
"17199" "that" "venue"
"17200" "venue" "is"
"17201" "is" "gonna"
"17202" "gonna" "sound"
"17203" "sound" "awesome"
"17204" "awesome" "haha"
"17205" "::number::" "oz"
"17206" "oz" "cream"
"17207" "cream" "cheese"
"17208" "cheese" "softened"
"17209" "the" "fast"
"17210" "fast" "red"
"17211" "red" "fox"
"17212" "fox" "jumped"
"17213" "jumped" "over"
"17214" "over" "the"
"17215" "the" "boring"
"17216" "boring" "dog"
"17217" "just" "squatted"
"17218" "squatted" "lunged"
"17219" "lunged" "and"
"17220" "and" "sprinted"
"17221" "sprinted" "the"
"17222" "the" "sh"
"17223" "sh" "t"
"17224" "t" "outta"
"17225" "outta" "my"
"17226" "my" "legs"
"17227" "legs" "this"
"17228" "this" "will"
"17229" "will" "feel"
"17230" "feel" "awesome"
"17231" "awesome" "tomorrow"
"17232" "reading" "the"
"17233" "the" "symptoms"
"17234" "symptoms" "of"
"17235" "of" "swine"
"17236" "swine" "flu"
"17237" "flu" "in"
"17238" "in" "that"
"17239" "that" "email"
"17240" "email" "i"
"17241" "i" "now"
"17242" "now" "know"
"17243" "know" "i"
"17244" "i" "certainly"
"17245" "certainly" "had"
"17246" "had" "the"
"17247" "the" "ish"
"17248" "ish" "and"
"17249" "and" "for"
"17250" "for" "a"
"17251" "a" "couple"
"17252" "couple" "days"
"17253" "days" "it"
"17254" "it" "kicked"
"17255" "kicked" "my"
"17256" "my" "ass"
"17257" "ass" "luckily"
"17258" "luckily" "the"
"17259" "the" "wife"
"17260" "wife" "and"
"17261" "and" "baby"
"17262" "baby" "did"
"17263" "did" "not"
"17264" "not" "get"
"17265" "get" "sick"
"17266" "sick" "and"
"17267" "and" "i"
"17268" "i" "healed"
"17269" "healed" "up"
"17270" "up" "in"
"17271" "in" "time"
"17272" "time" "to"
"17273" "to" "where"
"17274" "where" "i"
"17275" "i" "could"
"17276" "could" "consume"
"17277" "consume" "many"
"17278" "many" "litres"
"17279" "litres" "of"
"17280" "of" "beer"
"17281" "beer" "at"
"17282" "at" "amsterdam"
"17283" "amsterdam" "and"
"17284" "and" "oktoberfest"
"17285" "oktoberfest" "with"
"17286" "with" "no"
"17287" "no" "affect"
"17288" "affect" "other"
"17289" "other" "than"
"17290" "than" "nearly"
"17291" "nearly" "ruining"
"17292" "ruining" "my"
"17293" "my" "marriage"
"17294" "post" "print"
"17295" "print" "not"
"17296" "not" "being"
"17297" "being" "particularly"
"17298" "particularly" "meaningful"
"17299" "meaningful" "post"
"17300" "post" "editing"
"17301" "editing" "vs"
"17302" "vs" "published"
"17303" "published" "is"
"17304" "is" "definitely"
"17305" "definitely" "a"
"17306" "a" "red"
"17307" "red" "herring"
"17308" "haha" "have"
"17309" "have" "you"
"17310" "you" "seen"
"17311" "seen" "them"
"17312" "them" "doll"
"17313" "doll" "x"
"17314" "indeed" "one"
"17315" "one" "could"
"17316" "could" "im"
"17317" "im" "sorry"
"17318" "sorry" "i"
"17319" "i" "cant"
"17320" "cant" "hear"
"17321" "hear" "you"
"17322" "you" "my"
"17323" "my" "bullshit"
"17324" "bullshit" "detector"
"17325" "detector" "is"
"17326" "is" "going"
"17327" "going" "off"
"17328" "off" "too"
"17329" "too" "loudly"
"17330" "can't" "sign"
"17331" "sign" "into"
"17332" "into" "my"
"17333" "my" "twitter"
"17334" "twitter" "from"
"17335" "from" "my"
"17336" "my" "computer"
"17337" "computer" "#wtp"
"17338" "hope" "all"
"17339" "all" "your"
"17340" "your" "dreams"
"17341" "dreams" "come"
"17342" "come" "true"
"17343" "true" "thanx"
"17344" "thanx" "for"
"17345" "for" "your"
"17346" "your" "visits"
"17347" "visits" "greatly"
"17348" "greatly" "appreciated"
"17349" "appreciated" "m"
"17350" "thank" "god"
"17351" "god" "for"
"17352" "for" "a"
"17353" "a" "safe"
"17354" "safe" "day"
"17355" "day" "of"
"17356" "of" "riding"
"17357" "madison" "and"
"17358" "and" "crush"
"17359" "so" "how"
"17360" "how" "can"
"17361" "can" "this"
"17362" "this" "help"
"17363" "help" "as"
"17364" "as" "parents"
"17365" "parents" "teachers"
"17366" "teachers" "and"
"17367" "and" "leaders"
"17368" "leaders" "there"
"17369" "there" "is"
"17370" "is" "a"
"17371" "a" "simple"
"17372" "simple" "::number::"
"17373" "::number::" "step"
"17374" "step" "process"
"17375" "process" "you"
"17376" "you" "can"
"17377" "can" "apply"
"17378" "apply" "when"
"17379" "when" "with"
"17380" "with" "your"
"17381" "your" "children"
"17382" "children" "charges"
"17383" "charges" "or"
"17384" "or" "team"
"17385" "can" "i"
"17386" "i" "get"
"17387" "get" "a"
"17388" "a" "rt"
"17389" "rt" "for"
"17390" "for" "being"
"17391" "being" "a"
"17392" "a" "::number::"
"17393" "::number::" "year"
"17394" "year" "follower"
"17395" "follower" "of"
"17396" "hi" "zy"
"17397" "zy" "come"
"17398" "come" "eat"
"17399" "eat" "lunch"
"17400" "lunch" "with"
"17401" "with" "me"
"17402" "me" "d"
"17403" "looking" "forward"
"17404" "forward" "to"
"17405" "to" "some"
"17406" "some" "peace"
"17407" "peace" "and"
"17408" "and" "quiet"
"17409" "quiet" "on"
"17410" "on" "nov"
"17411" "nov" "::number::"
"17412" "feels" "to"
"17413" "to" "good"
"17414" "good" "outside"
"17415" "outside" "to"
"17416" "to" "be"
"17417" "be" "in"
"17418" "in" "class"
"17419" "anyone" "wanna"
"17420" "wanna" "chirp"
"17421" "chirp" "me"
"17422" "me" "yes"
"17423" "also" "something"
"17424" "something" "i"
"17425" "i" "just"
"17426" "just" "saw"
"17427" "saw" "in"
"17428" "in" "a"
"17429" "a" "post"
"17430" "post" "from"
"17431" "from" "a"
"17432" "a" "new"
"17433" "new" "station"
"17434" "station" "i"
"17435" "i" "follow"
"17436" "follow" "they"
"17437" "they" "asked"
"17438" "asked" "if"
"17439" "if" "people"
"17440" "people" "would"
"17441" "would" "ever"
"17442" "ever" "consider"
"17443" "consider" "re"
"17444" "re" "electing"
"17445" "electing" "portland"
"17446" "portland" "mayor"
"17447" "mayor" "sam"
"17448" "sam" "adams"
"17449" "adams" "i"
"17450" "i" "noticed"
"17451" "noticed" "that"
"17452" "that" "most"
"17453" "most" "of"
"17454" "of" "them"
"17455" "them" "didnt"
"17456" "didnt" "but"
"17457" "but" "it"
"17458" "it" "was"
"17459" "was" "the"
"17460" "the" "reasons"
"17461" "reasons" "that"
"17462" "that" "disturbed"
"17463" "disturbed" "me"
"17464" "me" "back"
"17465" "back" "in"
"17466" "in" "the"
"17467" "the" "start"
"17468" "start" "of"
"17469" "of" "his"
"17470" "his" "campaigning"
"17471" "campaigning" "he"
"17472" "he" "was"
"17473" "was" "caught"
"17474" "caught" "having"
"17475" "having" "a"
"17476" "a" "relationship"
"17477" "relationship" "with"
"17478" "with" "a"
"17479" "a" "::number::"
"17480" "::number::" "year"
"17481" "year" "old"
"17482" "old" "man"
"17483" "man" "now"
"17484" "now" "normally"
"17485" "normally" "people"
"17486" "people" "would"
"17487" "would" "head"
"17488" "head" "to"
"17489" "to" "prison"
"17490" "prison" "for"
"17491" "for" "that"
"17492" "that" "but"
"17493" "but" "he"
"17494" "he" "was"
"17495" "was" "elected"
"17496" "elected" "anyway"
"17497" "anyway" "and"
"17498" "and" "has"
"17499" "has" "served"
"17500" "served" "four"
"17501" "four" "years"
"17502" "years" "a"
"17503" "a" "vast"
"17504" "vast" "majority"
"17505" "majority" "of"
"17506" "of" "people"
"17507" "people" "have"
"17508" "have" "said"
"17509" "said" "no"
"17510" "no" "because"
"17511" "because" "he"
"17512" "he" "is"
"17513" "is" "gay"
"17514" "gay" "and"
"17515" "and" "had"
"17516" "had" "the"
"17517" "the" "relationship"
"17518" "relationship" "now"
"17519" "now" "i"
"17520" "i" "will"
"17521" "will" "agree"
"17522" "agree" "that"
"17523" "that" "the"
"17524" "the" "relationship"
"17525" "relationship" "was"
"17526" "was" "very"
"17527" "very" "wrong"
"17528" "wrong" "and"
"17529" "and" "inappropriate"
"17530" "inappropriate" "but"
"17531" "but" "just"
"17532" "just" "because"
"17533" "because" "he"
"17534" "he" "is"
"17535" "is" "gay"
"17536" "gay" "is"
"17537" "is" "not"
"17538" "not" "a"
"17539" "a" "reason"
"17540" "reason" "one"
"17541" "one" "guy"
"17542" "guy" "went"
"17543" "went" "as"
"17544" "as" "far"
"17545" "far" "as"
"17546" "as" "saying"
"17547" "saying" "not"
"17548" "not" "that"
"17549" "that" "flamer"
"17550" "flamer" "i"
"17551" "i" "want"
"17552" "want" "a"
"17553" "a" "real"
"17554" "real" "man"
"17555" "man" "in"
"17556" "in" "office"
"17557" "office" "that"
"17558" "that" "comment"
"17559" "comment" "sent"
"17560" "sent" "me"
"17561" "me" "over"
"17562" "over" "the"
"17563" "the" "top"
"17564" "now" "if"
"17565" "if" "youre"
"17566" "youre" "done"
"17567" "done" "laughing"
"17568" "laughing" "youve"
"17569" "youve" "had"
"17570" "had" "your"
"17571" "your" "chance"
"17572" "chance" "to"
"17573" "to" "get"
"17574" "get" "your"
"17575" "your" "jollies"
"17576" "jollies" "please"
"17577" "please" "help"
"17578" "help" "me"
"17579" "me" "out"
"17580" "out" "here"
"17581" "taxes" "fees"
"17582" "fees" "more"
"17583" "more" "taxes"
"17584" "taxes" "and"
"17585" "and" "more"
"17586" "more" "fees"
"17587" "fees" "its"
"17588" "its" "happening"
"17589" "happening" "at"
"17590" "at" "all"
"17591" "all" "levels"
"17592" "levels" "of"
"17593" "of" "government"
"17594" "government" "after"
"17595" "after" "all"
"17596" "all" "the"
"17597" "the" "government"
"17598" "government" "needs"
"17599" "needs" "our"
"17600" "our" "support"
"17601" "support" "or"
"17602" "or" "more"
"17603" "more" "precisely"
"17604" "precisely" "our"
"17605" "our" "moneyour"
"17606" "moneyour" "hard"
"17607" "hard" "earned"
"17608" "earned" "money"
"17609" "money" "and"
"17610" "and" "the"
"17611" "the" "federal"
"17612" "federal" "government"
"17613" "government" "certainly"
"17614" "certainly" "knows"
"17615" "knows" "how"
"17616" "how" "to"
"17617" "to" "spend"
"17618" "spend" "our"
"17619" "our" "hard"
"17620" "hard" "earned"
"17621" "earned" "money"
"17622" "money" "better"
"17623" "better" "than"
"17624" "than" "you"
"17625" "you" "or"
"17626" "or" "me"
"17627" "me" "certainly"
"17628" "before" "any"
"17629" "any" "trip"
"17630" "trip" "to"
"17631" "to" "baltimore"
"17632" "baltimore" "maryland"
"17633" "maryland" "i"
"17634" "i" "make"
"17635" "make" "sure"
"17636" "sure" "my"
"17637" "my" "affairs"
"17638" "affairs" "are"
"17639" "are" "in"
"17640" "in" "order"
"17641" "order" "prior"
"17642" "prior" "to"
"17643" "to" "my"
"17644" "my" "inevitable"
"17645" "inevitable" "death"
"17646" "death" "i'm"
"17647" "i'm" "good"
"17648" "good" "to"
"17649" "to" "go"
"17650" "if" "i"
"17651" "i" "come"
"17652" "yea" "i"
"17653" "i" "need"
"17654" "need" "dat"
"17655" "dat" "florida"
"17656" "florida" "sunshine"
"17657" "sunshine" "and"
"17658" "and" "dem"
"17659" "dem" "florida"
"17660" "florida" "girls"
"17661" "girls" "gahahahahahhaahah"
"17662" "thanks" "for"
"17663" "for" "following"
"17664" "following" "me"
"17665" "me" "tune"
"17666" "tune" "in"
"17667" "in" "to"
"17668" "to" "the"
"17669" "the" "savvy"
"17670" "savvy" "money"
"17671" "money" "show"
"17672" "show" "airing"
"17673" "airing" "weekly"
"17674" "weekly" "on"
"17675" "on" "itunes"
"17676" "itunes" "www"
"17677" "www" "blogtalkradio"
"17678" "blogtalkradio" "com"
"17679" "pussy" "pussy"
"17680" "pussy" "pussy"
"17681" "pussy" "while"
"17682" "while" "showing"
"17683" "showing" "off"
"17684" "are" "those"
"17685" "those" "space"
"17686" "space" "pants"
"17687" "pants" "you"
"17688" "you" "have"
"17689" "have" "on"
"17690" "on" "because"
"17691" "because" "your"
"17692" "your" "ass"
"17693" "ass" "is"
"17694" "is" "out"
"17695" "out" "of"
"17696" "of" "this"
"17697" "this" "world"
"17698" "listening" "to"
"17699" "to" "the"
"17700" "the" "podcast"
"17701" "podcast" "right"
"17702" "right" "now"
"17703" "now" "i"
"17704" "i" "::number::"
"17705" "mention" "this"
"17706" "this" "tweet"
"17707" "tweet" "and"
"17708" "and" "receive"
"17709" "receive" "::number::"
"17710" "::number::" "free"
"17711" "free" "toppings"
"17712" "toppings" "on"
"17713" "on" "any"
"17714" "any" "size"
"17715" "size" "pizza"
"17716" "pizza" "right"
"17717" "right" "now"
"17718" "now" "and"
"17719" "and" "for"
"17720" "for" "the"
"17721" "the" "rest"
"17722" "rest" "of"
"17723" "of" "the"
"17724" "the" "day"
"17725" "damn" "i"
"17726" "i" "love"
"17727" "love" "tip"
"17728" "tip" "money"
"17729" "we" "saw"
"17730" "saw" "the"
"17731" "the" "sights"
"17732" "sights" "of"
"17733" "of" "goolwa"
"17734" "goolwa" "the"
"17735" "the" "next"
"17736" "next" "day"
"17737" "day" "and"
"17738" "and" "then"
"17739" "then" "headed"
"17740" "headed" "back"
"17741" "back" "into"
"17742" "into" "town"
"17743" "town" "to"
"17744" "to" "let"
"17745" "let" "our"
"17746" "our" "stomachs"
"17747" "stomachs" "contract"
"17748" "contract" "and"
"17749" "and" "our"
"17750" "our" "livers"
"17751" "livers" "de"
"17752" "de" "marinate"
"17753" "marinate" "but"
"17754" "but" "received"
"17755" "received" "a"
"17756" "a" "text"
"17757" "text" "that"
"17758" "that" "more"
"17759" "more" "eating"
"17760" "eating" "and"
"17761" "and" "drinking"
"17762" "drinking" "needed"
"17763" "needed" "to"
"17764" "to" "be"
"17765" "be" "done"
"17766" "done" "so"
"17767" "so" "it"
"17768" "it" "was"
"17769" "was" "back"
"17770" "back" "out"
"17771" "out" "again"
"17772" "again" "we"
"17773" "we" "met"
"17774" "met" "up"
"17775" "up" "with"
"17776" "with" "nicole"
"17777" "nicole" "and"
"17778" "and" "calvin"
"17779" "calvin" "two"
"17780" "two" "culprits"
"17781" "culprits" "from"
"17782" "from" "friday"
"17783" "friday" "night"
"17784" "night" "as"
"17785" "as" "well"
"17786" "well" "as"
"17787" "as" "adam"
"17788" "adam" "and"
"17789" "and" "had"
"17790" "had" "tea"
"17791" "tea" "at"
"17792" "at" "our"
"17793" "our" "old"
"17794" "old" "stomping"
"17795" "stomping" "ground"
"17796" "ground" "the"
"17797" "the" "kentish"
"17798" "kentish" "a"
"17799" "a" "small"
"17800" "small" "amount"
"17801" "amount" "of"
"17802" "of" "shenanigans"
"17803" "shenanigans" "occurred"
"17804" "occurred" "at"
"17805" "at" "the"
"17806" "the" "bar"
"17807" "bar" "and"
"17808" "and" "then"
"17809" "then" "later"
"17810" "later" "at"
"17811" "at" "adams"
"17812" "adams" "house"
"17813" "house" "but"
"17814" "but" "after"
"17815" "after" "such"
"17816" "such" "a"
"17817" "a" "huge"
"17818" "huge" "weekend"
"17819" "weekend" "we"
"17820" "we" "were"
"17821" "were" "all"
"17822" "all" "partied"
"17823" "partied" "out"
"17824" "out" "and"
"17825" "and" "it"
"17826" "it" "was"
"17827" "was" "time"
"17828" "time" "to"
"17829" "to" "get"
"17830" "get" "back"
"17831" "back" "into"
"17832" "into" "the"
"17833" "the" "swing"
"17834" "swing" "of"
"17835" "of" "work"
"17836" "freddie" "mac"
"17837" "mac" "sees"
"17838" "sees" "short"
"17839" "short" "sales"
"17840" "sales" "rise"
"17841" "rise" "will"
"17842" "will" "increase"
"17843" "increase" "incentives"
"17844" "you" "don't"
"17845" "don't" "know"
"17846" "know" "how"
"17847" "how" "muchit"
"17848" "muchit" "would"
"17849" "would" "mean"
"17850" "mean" "to"
"17851" "to" "me"
"17852" "me" "if"
"17853" "if" "you"
"17854" "you" "followed"
"17855" "followed" "me"
"17856" "me" "cuz"
"17857" "cuz" "obviously"
"17858" "obviously" "i"
"17859" "i" "live"
"17860" "live" "for"
"17861" "for" "you"
"17862" "you" "::number::"
"17863" "thanks" "for"
"17864" "for" "follow"
"17865" "follow" "us"
"17866" "thanks" "lori"
"17867" "lori" "that"
"17868" "that" "chat"
"17869" "chat" "was"
"17870" "was" "awesome"
"17871" "awesome" "look"
"17872" "look" "forward"
"17873" "forward" "to"
"17874" "to" "the"
"17875" "the" "next"
"17876" "next" "one"
"17877" "one" "cheers"
"17878" "happy" "monday"
"17879" "monday" "how"
"17880" "how" "about"
"17881" "about" "those"
"17882" "those" "#redskins"
"17883" "#redskins" "happy"
"17884" "happy" "anniversary"
"17885" "anniversary" "to"
"17886" "to" "#potus"
"17887" "#potus" "and"
"17888" "and" "#flotus"
"17889" "rt" "i"
"17890" "i" "don't"
"17891" "don't" "really"
"17892" "really" "understand"
"17893" "understand" "google"
"17894" "google" "yet"
"17895" "yet" "but"
"17896" "but" "if"
"17897" "if" "it"
"17898" "it" "helps"
"17899" "helps" "kill"
"17900" "kill" "facebook"
"17901" "facebook" "then"
"17902" "then" "i"
"17903" "i" "::number::"
"17904" "::number::" "support"
"17905" "support" "it"
"17906" "it" "#fb"
"17907" "#fb" "|"
"17908" "|" "invite"
"17909" "invite" "greatly"
"17910" "greatly" "desired"
"17911" "math" "is"
"17912" "is" "good"
"17913" "lol" "i'm"
"17914" "i'm" "jealous"
"17915" "jealous" "i'm"
"17916" "i'm" "still"
"17917" "still" "new"
"17918" "new" "to"
"17919" "to" "all"
"17920" "all" "of"
"17921" "of" "this"
"17922" "this" "i"
"17923" "i" "would"
"17924" "would" "give"
"17925" "give" "anything"
"17926" "anything" "for"
"17927" "for" "to"
"17928" "to" "follow"
"17929" "follow" "me"
"17930" "i" "count"
"17931" "count" "seven"
"17932" "seven" "people"
"17933" "people" "on"
"17934" "on" "this"
"17935" "this" "red"
"17936" "red" "line"
"17937" "line" "car"
"17938" "car" "who"
